INPUT_TABLE
Variable ID
LN2_Logit_relative-cost-logit

region,LandAllocatorRoot,LandNode1,LandNode2,logit.type
Europe_Non_EU,root,AgroForestLand_EJrdnSyr,AllPastureLand_EJrdnSyr,relative-cost-logit
European Free Trade Association,root,AgroForestLand_ScndnvN,AllPastureLand_ScndnvN,relative-cost-logit
European Free Trade Association,root,AgroForestLand_Iceland,AllPastureLand_Iceland,relative-cost-logit
European Free Trade Association,root,AgroForestLand_Sweden,AllPastureLand_Sweden,relative-cost-logit
European Free Trade Association,root,AgroForestLand_RhineR,AllPastureLand_RhineR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_DanubeR,AllPastureLand_DanubeR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_PoR,AllPastureLand_PoR,relative-cost-logit
European Free Trade Association,root,AgroForestLand_RhoneR,AllPastureLand_RhoneR,relative-cost-logit
India,root,AgroForestLand_IndusR,AllPastureLand_IndusR,relative-cost-logit
India,root,AgroForestLand_SabarmatiR,AllPastureLand_SabarmatiR,relative-cost-logit
India,root,AgroForestLand_GangesR,AllPastureLand_GangesR,relative-cost-logit
India,root,AgroForestLand_MahiR,AllPastureLand_MahiR,relative-cost-logit
India,root,AgroForestLand_BengalBay,AllPastureLand_BengalBay,relative-cost-logit
India,root,AgroForestLand_TaptiR,AllPastureLand_TaptiR,relative-cost-logit
India,root,AgroForestLand_BengalW,AllPastureLand_BengalW,relative-cost-logit
India,root,AgroForestLand_BrahmaniR,AllPastureLand_BrahmaniR,relative-cost-logit
India,root,AgroForestLand_MahanadiR,AllPastureLand_MahanadiR,relative-cost-logit
India,root,AgroForestLand_GodavariR,AllPastureLand_GodavariR,relative-cost-logit
India,root,AgroForestLand_IndCstNE,AllPastureLand_IndCstNE,relative-cost-logit
India,root,AgroForestLand_IndCstW,AllPastureLand_IndCstW,relative-cost-logit
India,root,AgroForestLand_IrrawaddyR,AllPastureLand_IrrawaddyR,relative-cost-logit
India,root,AgroForestLand_KrishnaR,AllPastureLand_KrishnaR,relative-cost-logit
India,root,AgroForestLand_IndCstE,AllPastureLand_IndCstE,relative-cost-logit
India,root,AgroForestLand_PennarR,AllPastureLand_PennarR,relative-cost-logit
India,root,AgroForestLand_CauveryR,AllPastureLand_CauveryR,relative-cost-logit
India,root,AgroForestLand_IndCstS,AllPastureLand_IndCstS,relative-cost-logit
India,root,AgroForestLand_NarmadaR,AllPastureLand_NarmadaR,relative-cost-logit
Indonesia,root,AgroForestLand_IdnE,AllPastureLand_IdnE,relative-cost-logit
Indonesia,root,AgroForestLand_BorneoCstN,AllPastureLand_BorneoCstN,relative-cost-logit
Indonesia,root,AgroForestLand_Sumatra,AllPastureLand_Sumatra,relative-cost-logit
Indonesia,root,AgroForestLand_Sulawesi,AllPastureLand_Sulawesi,relative-cost-logit
Indonesia,root,AgroForestLand_Kalimantan,AllPastureLand_Kalimantan,relative-cost-logit
Indonesia,root,AgroForestLand_IrianJaya,AllPastureLand_IrianJaya,relative-cost-logit
Indonesia,root,AgroForestLand_JavaTimor,AllPastureLand_JavaTimor,relative-cost-logit
Indonesia,root,AgroForestLand_SepikR,AllPastureLand_SepikR,relative-cost-logit
Indonesia,root,AgroForestLand_FlyR,AllPastureLand_FlyR,relative-cost-logit
Japan,root,AgroForestLand_Japan,AllPastureLand_Japan,relative-cost-logit
Japan,root,AgroForestLand_Taiwan,AllPastureLand_Taiwan,relative-cost-logit
Mexico,root,AgroForestLand_MexBaja,AllPastureLand_MexBaja,relative-cost-logit
Mexico,root,AgroForestLand_MexCstNW,AllPastureLand_MexCstNW,relative-cost-logit
Mexico,root,AgroForestLand_MexGulf,AllPastureLand_MexGulf,relative-cost-logit
Mexico,root,AgroForestLand_YucatanP,AllPastureLand_YucatanP,relative-cost-logit
Mexico,root,AgroForestLand_MexInt,AllPastureLand_MexInt,relative-cost-logit
Mexico,root,AgroForestLand_MexCstW,AllPastureLand_MexCstW,relative-cost-logit
Mexico,root,AgroForestLand_Papaloapan,AllPastureLand_Papaloapan,relative-cost-logit
Mexico,root,AgroForestLand_RioLerma,AllPastureLand_RioLerma,relative-cost-logit
Mexico,root,AgroForestLand_RioVerde,AllPastureLand_RioVerde,relative-cost-logit
Mexico,root,AgroForestLand_GrijUsuR,AllPastureLand_GrijUsuR,relative-cost-logit
Mexico,root,AgroForestLand_RioBalsas,AllPastureLand_RioBalsas,relative-cost-logit
Mexico,root,AgroForestLand_CntAmer,AllPastureLand_CntAmer,relative-cost-logit
Mexico,root,AgroForestLand_Tehuantpc,AllPastureLand_Tehuantpc,relative-cost-logit
Mexico,root,AgroForestLand_California,AllPastureLand_California,relative-cost-logit
Mexico,root,AgroForestLand_UsaColoRS,AllPastureLand_UsaColoRS,relative-cost-logit
Mexico,root,AgroForestLand_RioGrande,AllPastureLand_RioGrande,relative-cost-logit
Middle East,root,AgroForestLand_CaspianE,AllPastureLand_CaspianE,relative-cost-logit
Middle East,root,AgroForestLand_CaspianSW,AllPastureLand_CaspianSW,relative-cost-logit
Middle East,root,AgroForestLand_MeditE,AllPastureLand_MeditE,relative-cost-logit
Middle East,root,AgroForestLand_Iran,AllPastureLand_Iran,relative-cost-logit
Middle East,root,AgroForestLand_TigrEuphR,AllPastureLand_TigrEuphR,relative-cost-logit
Middle East,root,AgroForestLand_PersianGulf,AllPastureLand_PersianGulf,relative-cost-logit
Middle East,root,AgroForestLand_FarahrudR,AllPastureLand_FarahrudR,relative-cost-logit
Middle East,root,AgroForestLand_RedSeaE,AllPastureLand_RedSeaE,relative-cost-logit
Middle East,root,AgroForestLand_ArabianP,AllPastureLand_ArabianP,relative-cost-logit
Middle East,root,AgroForestLand_DeadSea,AllPastureLand_DeadSea,relative-cost-logit
Middle East,root,AgroForestLand_Helmand,AllPastureLand_Helmand,relative-cost-logit
Middle East,root,AgroForestLand_SinaiP,AllPastureLand_SinaiP,relative-cost-logit
Middle East,root,AgroForestLand_EJrdnSyr,AllPastureLand_EJrdnSyr,relative-cost-logit
Middle East,root,AgroForestLand_AfrCstNE,AllPastureLand_AfrCstNE,relative-cost-logit
Middle East,root,AgroForestLand_HamuMashR,AllPastureLand_HamuMashR,relative-cost-logit
Middle East,root,AgroForestLand_ArabianSea,AllPastureLand_ArabianSea,relative-cost-logit
Pakistan,root,AgroForestLand_AmuDaryaR,AllPastureLand_AmuDaryaR,relative-cost-logit
Pakistan,root,AgroForestLand_Tarim,AllPastureLand_Tarim,relative-cost-logit
Pakistan,root,AgroForestLand_IndusR,AllPastureLand_IndusR,relative-cost-logit
Pakistan,root,AgroForestLand_Helmand,AllPastureLand_Helmand,relative-cost-logit
Pakistan,root,AgroForestLand_HamuMashR,AllPastureLand_HamuMashR,relative-cost-logit
Pakistan,root,AgroForestLand_ArabianSea,AllPastureLand_ArabianSea,relative-cost-logit
Pakistan,root,AgroForestLand_SabarmatiR,AllPastureLand_SabarmatiR,relative-cost-logit
Russia,root,AgroForestLand_SiberiaN,AllPastureLand_SiberiaN,relative-cost-logit
Russia,root,AgroForestLand_SiberiaW,AllPastureLand_SiberiaW,relative-cost-logit
Russia,root,AgroForestLand_KaraSea,AllPastureLand_KaraSea,relative-cost-logit
Russia,root,AgroForestLand_LenaR,AllPastureLand_LenaR,relative-cost-logit
Russia,root,AgroForestLand_ScndnvN,AllPastureLand_ScndnvN,relative-cost-logit
Russia,root,AgroForestLand_BarentsSea,AllPastureLand_BarentsSea,relative-cost-logit
Russia,root,AgroForestLand_Finland,AllPastureLand_Finland,relative-cost-logit
Russia,root,AgroForestLand_DvinaRN,AllPastureLand_DvinaRN,relative-cost-logit
Russia,root,AgroForestLand_NevaR,AllPastureLand_NevaR,relative-cost-logit
Russia,root,AgroForestLand_VolgaR,AllPastureLand_VolgaR,relative-cost-logit
Russia,root,AgroForestLand_BalticSea,AllPastureLand_BalticSea,relative-cost-logit
Russia,root,AgroForestLand_NarvaR,AllPastureLand_NarvaR,relative-cost-logit
Russia,root,AgroForestLand_DaugavaR,AllPastureLand_DaugavaR,relative-cost-logit
Russia,root,AgroForestLand_PolandCst,AllPastureLand_PolandCst,relative-cost-logit
Russia,root,AgroForestLand_NemanR,AllPastureLand_NemanR,relative-cost-logit
Russia,root,AgroForestLand_RusCstSE,AllPastureLand_RusCstSE,relative-cost-logit
Russia,root,AgroForestLand_UralR,AllPastureLand_UralR,relative-cost-logit
Russia,root,AgroForestLand_DnieperR,AllPastureLand_DnieperR,relative-cost-logit
Russia,root,AgroForestLand_Gobi,AllPastureLand_Gobi,relative-cost-logit
Russia,root,AgroForestLand_AmurR,AllPastureLand_AmurR,relative-cost-logit
Russia,root,AgroForestLand_CaspianNE,AllPastureLand_CaspianNE,relative-cost-logit
Russia,root,AgroForestLand_BlackSeaN,AllPastureLand_BlackSeaN,relative-cost-logit
Russia,root,AgroForestLand_YeniseiR,AllPastureLand_YeniseiR,relative-cost-logit
Russia,root,AgroForestLand_DonR,AllPastureLand_DonR,relative-cost-logit
Russia,root,AgroForestLand_ObR,AllPastureLand_ObR,relative-cost-logit
Russia,root,AgroForestLand_BlackSeaS,AllPastureLand_BlackSeaS,relative-cost-logit
Russia,root,AgroForestLand_CaspianSW,AllPastureLand_CaspianSW,relative-cost-logit
Russia,root,AgroForestLand_SyrDaryaR,AllPastureLand_SyrDaryaR,relative-cost-logit
South Africa,root,AgroForestLand_OrangeR,AllPastureLand_OrangeR,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstSW,AllPastureLand_AfrCstSW,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstS,AllPastureLand_AfrCstS,relative-cost-logit
South Africa,root,AgroForestLand_LimpopoR,AllPastureLand_LimpopoR,relative-cost-logit
South Africa,root,AgroForestLand_AfrCstSSW,AllPastureLand_AfrCstSSW,relative-cost-logit
South America_Northern,root,AgroForestLand_SAmerCstN,AllPastureLand_SAmerCstN,relative-cost-logit
South America_Northern,root,AgroForestLand_OrinocoR,AllPastureLand_OrinocoR,relative-cost-logit
South America_Northern,root,AgroForestLand_SAmerCstNE,AllPastureLand_SAmerCstNE,relative-cost-logit
South America_Northern,root,AgroForestLand_MagdalenaR,AllPastureLand_MagdalenaR,relative-cost-logit
South America_Northern,root,AgroForestLand_AmazonR,AllPastureLand_AmazonR,relative-cost-logit
South America_Southern,root,AgroForestLand_ColEcuaCst,AllPastureLand_ColEcuaCst,relative-cost-logit
South America_Southern,root,AgroForestLand_AmazonR,AllPastureLand_AmazonR,relative-cost-logit
South America_Southern,root,AgroForestLand_ChileCstS,AllPastureLand_ChileCstS,relative-cost-logit
South America_Southern,root,AgroForestLand_PeruCst,AllPastureLand_PeruCst,relative-cost-logit
South America_Southern,root,AgroForestLand_BrzCstS,AllPastureLand_BrzCstS,relative-cost-logit
South America_Southern,root,AgroForestLand_LaPuna,AllPastureLand_LaPuna,relative-cost-logit
South America_Southern,root,AgroForestLand_RioLaPlata,AllPastureLand_RioLaPlata,relative-cost-logit
South America_Southern,root,AgroForestLand_ChileCstN,AllPastureLand_ChileCstN,relative-cost-logit
South America_Southern,root,AgroForestLand_ArgColoR,AllPastureLand_ArgColoR,relative-cost-logit
South America_Southern,root,AgroForestLand_NegroR,AllPastureLand_NegroR,relative-cost-logit
South America_Southern,root,AgroForestLand_ArgCstS,AllPastureLand_ArgCstS,relative-cost-logit
South Asia,root,AgroForestLand_CaspianE,AllPastureLand_CaspianE,relative-cost-logit
South Asia,root,AgroForestLand_AmuDaryaR,AllPastureLand_AmuDaryaR,relative-cost-logit
South Asia,root,AgroForestLand_IndusR,AllPastureLand_IndusR,relative-cost-logit
South Asia,root,AgroForestLand_FarahrudR,AllPastureLand_FarahrudR,relative-cost-logit
South Asia,root,AgroForestLand_Helmand,AllPastureLand_Helmand,relative-cost-logit
South Asia,root,AgroForestLand_HamuMashR,AllPastureLand_HamuMashR,relative-cost-logit
South Asia,root,AgroForestLand_GangesR,AllPastureLand_GangesR,relative-cost-logit
South Asia,root,AgroForestLand_BengalBay,AllPastureLand_BengalBay,relative-cost-logit
South Asia,root,AgroForestLand_SriLanka,AllPastureLand_SriLanka,relative-cost-logit
South Korea,root,AgroForestLand_Korea,AllPastureLand_Korea,relative-cost-logit
Southeast Asia,root,AgroForestLand_RusCstSE,AllPastureLand_RusCstSE,relative-cost-logit
Southeast Asia,root,AgroForestLand_Korea,AllPastureLand_Korea,relative-cost-logit
Southeast Asia,root,AgroForestLand_BoHai,AllPastureLand_BoHai,relative-cost-logit
Southeast Asia,root,AgroForestLand_XunJiang,AllPastureLand_XunJiang,relative-cost-logit
Southeast Asia,root,AgroForestLand_Hong,AllPastureLand_Hong,relative-cost-logit
Southeast Asia,root,AgroForestLand_GangesR,AllPastureLand_GangesR,relative-cost-logit
Southeast Asia,root,AgroForestLand_SChinaSea,AllPastureLand_SChinaSea,relative-cost-logit
Southeast Asia,root,AgroForestLand_BengalBay,AllPastureLand_BengalBay,relative-cost-logit
Southeast Asia,root,AgroForestLand_Phlppns,AllPastureLand_Phlppns,relative-cost-logit
Southeast Asia,root,AgroForestLand_Mekong,AllPastureLand_Mekong,relative-cost-logit
Southeast Asia,root,AgroForestLand_VietnamCst,AllPastureLand_VietnamCst,relative-cost-logit
Southeast Asia,root,AgroForestLand_Salween,AllPastureLand_Salween,relative-cost-logit
Southeast Asia,root,AgroForestLand_IrrawaddyR,AllPastureLand_IrrawaddyR,relative-cost-logit
Southeast Asia,root,AgroForestLand_SittaungR,AllPastureLand_SittaungR,relative-cost-logit
Southeast Asia,root,AgroForestLand_MalaysiaP,AllPastureLand_MalaysiaP,relative-cost-logit
Southeast Asia,root,AgroForestLand_ChaoPhrR,AllPastureLand_ChaoPhrR,relative-cost-logit
Southeast Asia,root,AgroForestLand_ThaiGulf,AllPastureLand_ThaiGulf,relative-cost-logit
Southeast Asia,root,AgroForestLand_IdnE,AllPastureLand_IdnE,relative-cost-logit
Southeast Asia,root,AgroForestLand_BorneoCstN,AllPastureLand_BorneoCstN,relative-cost-logit
Southeast Asia,root,AgroForestLand_Kalimantan,AllPastureLand_Kalimantan,relative-cost-logit
Southeast Asia,root,AgroForestLand_IrianJaya,AllPastureLand_IrianJaya,relative-cost-logit
Southeast Asia,root,AgroForestLand_PapuaCst,AllPastureLand_PapuaCst,relative-cost-logit
Southeast Asia,root,AgroForestLand_JavaTimor,AllPastureLand_JavaTimor,relative-cost-logit
Southeast Asia,root,AgroForestLand_SepikR,AllPastureLand_SepikR,relative-cost-logit
Southeast Asia,root,AgroForestLand_FlyR,AllPastureLand_FlyR,relative-cost-logit
Southeast Asia,root,AgroForestLand_NewCaledn,AllPastureLand_NewCaledn,relative-cost-logit
Argentina,root,AgroForestLand_ChileCstS,AllPastureLand_ChileCstS,relative-cost-logit
Argentina,root,AgroForestLand_LaPuna,AllPastureLand_LaPuna,relative-cost-logit
Argentina,root,AgroForestLand_MarChiq,AllPastureLand_MarChiq,relative-cost-logit
Argentina,root,AgroForestLand_Salinas,AllPastureLand_Salinas,relative-cost-logit
Argentina,root,AgroForestLand_RioLaPlata,AllPastureLand_RioLaPlata,relative-cost-logit
Argentina,root,AgroForestLand_ChileCstN,AllPastureLand_ChileCstN,relative-cost-logit
Argentina,root,AgroForestLand_Pampas,AllPastureLand_Pampas,relative-cost-logit
Argentina,root,AgroForestLand_ArgCstN,AllPastureLand_ArgCstN,relative-cost-logit
Argentina,root,AgroForestLand_ArgColoR,AllPastureLand_ArgColoR,relative-cost-logit
Argentina,root,AgroForestLand_NegroR,AllPastureLand_NegroR,relative-cost-logit
Argentina,root,AgroForestLand_Patagonia,AllPastureLand_Patagonia,relative-cost-logit
Argentina,root,AgroForestLand_ArgCstS,AllPastureLand_ArgCstS,relative-cost-logit
Colombia,root,AgroForestLand_SAmerCstN,AllPastureLand_SAmerCstN,relative-cost-logit
Colombia,root,AgroForestLand_OrinocoR,AllPastureLand_OrinocoR,relative-cost-logit
Colombia,root,AgroForestLand_ColEcuaCst,AllPastureLand_ColEcuaCst,relative-cost-logit
Colombia,root,AgroForestLand_MagdalenaR,AllPastureLand_MagdalenaR,relative-cost-logit
Colombia,root,AgroForestLand_AmazonR,AllPastureLand_AmazonR,relative-cost-logit
Russia,root,AgroForestLand_ArcticIsl,AgroForest_NonPasture_ArcticIsl,relative-cost-logit
