# ../aglu-data/level1//L100.FAO_ag_Prod_t.csv
# Written by LA100.FAO_downscale_ctry.R
# Mon Mar 12 09:47:01 2018
# " FAO agricultural production by country / item / year "
# " Unit = t "
"countries","country.codes","item","item.codes","element","element.codes","iso","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Portugal",174,"Sunflower seed",267,"ag_Prod_t",51,"prt",964.6,1542.2,3047,4564,5622.2,8213.4,10077.8,13013.2,12863,16232.8,15477.4,18722.6,19965,24858,25857,35332.2,38831,45296.6,45553.2,50012.2,47385,46199,39274.8,40096.2,35292.2,33815.2,29322.8,29812,26877.2,25709,21776.2,21052,15818.4,11913.8,10986,10623,10139.6,11180,12874.4,11968
"Portugal",174,"Sweet potatoes",122,"ag_Prod_t",51,"prt",68181,67762.6,67519.2,67181.6,66589.6,66525,65975.6,65567.6,61344.8,57843.2,55319.2,50265,46530.6,44365.6,40741.4,35625.8,33300,29228.8,27556.6,27022.4,27600,27000,26600,25600,23686,21755.4,19908.6,17575.6,15481.4,14591,12966.2,12370.4,11818,14512.2,17116.6,20072,21662.2,23407.2,22122,21152.5
"Portugal",174,"Tangerines, mandarins, clem.",495,"ag_Prod_t",51,"prt",17642,18089,17756.6,17994.2,18315.4,18289.4,19170.2,18924.6,19127,18319.8,18085.8,17500,18300,19600.6,20740,21527.6,22724,23409,24202,24858,25825.8,27693.8,30005.4,31612.2,33263.6,35449.6,36374.6,37798,40162.6,44289,48707.8,52741.8,55875,58397.6,58904.4,60204.2,55220.8,50547.6,45620,42425
"Portugal",174,"Tea",667,"ag_Prod_t",51,"prt",340,320,312,300.4,273.8,277.4,281.2,274.2,263.8,244.2,226.8,199.4,183.6,185.4,188.6,180.2,183.4,191,177,153.8,120.2,88.6,68.2,55,46.2,46.8,62.8,63.2,67.8,83.8,102.2,103.2,108.8,114.6,118.6,120.4,120.4,126.4,130.2,131.5
"Portugal",174,"Tobacco, unmanufactured",826,"ag_Prod_t",51,"prt",9407.2,8563.2,8334.2,8654.2,9374.2,10456.4,10620.2,10327.2,9362.4,7154.2,5165,4151.4,3547.2,3187.4,3594,3851.4,4131,4336.2,4572.2,4680.8,4417.6,4387.6,4394.4,4544.2,4846.2,5715,5931.2,6169.2,6080.8,6032.4,5803.4,5718.8,5441.6,4748.4,3890,3023,2331.6,1581.8,1306.6,1305.5
"Portugal",174,"Tomatoes",388,"ag_Prod_t",51,"prt",840940,818420,845680,837869.8,797869.8,745469.8,722747.6,658864.4,631911.2,612779.4,598336,633462.6,707484.6,778248,787379.8,798623.2,805578.8,821000,834000,840000,875000,894639.4,879370.8,897286.8,945490.2,1016274.2,1053940.8,1070145.4,1083677.4,1068957.2,999009.4,1008889.4,1023967.4,1006157.6,1079922.4,1130606.2,1159760.2,1223966.2,1276400,1286440
"Portugal",174,"Triticale",97,"ag_Prod_t",51,"prt",0,0,0,0,0,0,0,0,0,0,0,0,1000,6000,12400,20400,32780,43889.8,51589.8,57189.8,64789.8,69487.4,67031.2,65484.8,61285.6,49143.4,38679.2,37084.2,29168.2,26448,25245.2,21963.6,15555.4,20337.8,20297.2,26342.2,30070.4,33600,29672,30790
"Portugal",174,"Vegetables fresh nes",463,"ag_Prod_t",51,"prt",586000,568000,542000,524000,522400,520860,511820,505500,509380,502400,500360,517420,534200,553160,579100,612540,626520,639660,646820,625598.6,623738.6,623738.6,626900,616900,626761.4,643520.4,656517.6,648873.4,660010.4,658385.4,630956.8,645540.2,662800.4,651663.4,661288.4,669358,638777.4,629001.4,626444.6,628055.75
"Portugal",174,"Vegetables Roots Fodder",655,"ag_Prod_t",51,"prt",0,0,0,0,0,0,0,0,0,0,0,0,58000,122000,193000,264000,339000,356000,369000,376000,383000,388000,387000,393000,399000,405000,409000,419000,420000,420000,420000,420000,422000,422000,424000,426000,429000,432000,434000,435000
"Portugal",174,"Walnuts, with shell",222,"ag_Prod_t",51,"prt",6406,6168,6222.4,6046.8,6409.2,6564.8,6694.8,7114.8,7106,6667.8,6266.2,6059.4,6082.4,5420.8,5028.6,4662.6,4581.4,4366,4966,5056,4910.6,4460,3862.8,3376.6,3237,3156.4,3490.6,3702.2,3917.8,4137.2,4422.2,4415.6,4464.6,4455.2,4355.4,4196.8,4107,3997,3757.6,3672
"Portugal",174,"Watermelons",567,"ag_Prod_t",51,"prt",1978,2004,1978,2002,2026,2000,2020,2020,2020,2040,2040,2020,2020,2000,2000,2000,2200,2200,2200,2126.6,2132,1972.2,2021.8,2109.6,2226.8,2375.2,2482,2511,2524.8,2518.4,2413.4,2469.2,2535.2,2533.6,2796.2,3147.4,3394.6,3737.4,4023.4,4154.25
"Portugal",174,"Wheat",15,"ag_Prod_t",51,"prt",599376.4,614615.6,623959,601084.4,522784.8,467084.8,408257.8,372649.8,297548.6,337159.2,352101.4,395241.4,388139.8,424792.4,446131.2,461412.6,491440.6,471525.4,494886,460428.4,463650,432574.8,445055.4,402530.2,396039.4,341883.8,323985.2,322953.8,272461.4,289172.6,288859.2,272809.8,218133.2,237331.4,181883.8,192627.6,158879.8,159084.6,120890.8,117163.5
"Portugal",174,"Yams",137,"ag_Prod_t",51,"prt",2217.6,2264.6,2422.4,2673,2602.2,2534.6,2597.6,2710,2693.6,2853.6,3067,2889,2716.2,2437.8,2325.8,2016.4,1905,1854.4,1793.2,1623.6,1463.4,1425.6,1300,1294.8,1351.2,1540.6,1666.6,1642.2,1652.8,1506,1338.4,1277,1220,1482,1744,2031.6,2182.4,2350.8,2222.4,2115.5
"Puerto Rico",177,"Avocados",572,"ag_Prod_t",51,"pri",5629.6,5357.2,5175.6,4896.4,4611,4337.8,4155.6,3860,3693.8,3765,3583.6,3538.2,3583.4,3728.4,3683.2,3955.4,4127.8,4282,4345.6,4314.4,4051.8,3816.4,3444.6,3013.6,2680,2330.6,2078.8,2006.8,1977.8,2104.4,2247.6,2838,2800.4,2786.2,2619.6,2490.4,1926,1986.2,2067,2108.75
"Puerto Rico",177,"Bananas",486,"ag_Prod_t",51,"pri",112500,112020,111840,111540,111277.2,112184.4,112731.2,110802.6,110114,108241,105371,102047.8,99661.2,95885,93142,91148.2,88792,84170,79732.2,74158.6,66045.2,60003.2,56287.4,52296.6,47472,47646,43113.8,44683.2,44589.6,46930.2,47459.4,52414.2,51618,52555,53271.4,52644.8,52125.8,54118.6,57309,58261.25
"Puerto Rico",177,"Beans, dry",176,"ag_Prod_t",51,"pri",400,400,400,400,400,400,400,400,400,400,402,378,338,294,240,178,134,103,71,46.8,28.6,18,10.4,7.4,7.6,11,44,136.4,194.8,247.4,244.4,212.4,121,64.6,14,15.6,17.8,19,21,21.25
"Puerto Rico",177,"Beans, green",414,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6.2,8,10.4,10.6,11,10.8,11.2,11
"Puerto Rico",177,"Cabbages and other brassicas",358,"ag_Prod_t",51,"pri",2750,2857.6,2803.2,2703.4,2522,2703.4,2839.6,3175.2,3347.6,3383.8,3320.4,3120.8,3057.4,2930.4,2896.8,2914.8,2842.2,2252.4,1980,1560,1088.4,828,896,850.8,878,852.6,793.2,776.8,939,1110.6,1300,1317.2,1167.6,806.4,540.8,301,187.8,184.4,195.6,192
"Puerto Rico",177,"Cassava",125,"ag_Prod_t",51,"pri",4418,4410.8,4301.8,4192.8,4065.2,3915.4,3723,3591.6,3462,3280.2,3112.4,2876.6,2670.8,2510.2,2426,2330,2402.6,2435.2,2489.6,2429.6,2024,1637.4,1280,849.2,497.2,517.2,479.4,495.4,563.6,627.6,630,620.4,577.6,528.2,508,489.4,477.8,513.2,554.8,568.5
"Puerto Rico",177,"Chicory roots",459,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,2220,3360,4520,5697.8,5781.6,5816.8,5832,5842,5834.2,5820.4,5835.2,5850,5850
"Puerto Rico",177,"Chillies and peppers, green",401,"ag_Prod_t",51,"pri",3855.6,3474.6,3403.8,3242.2,2852.2,2498.4,2444,2333.4,2291.8,2473.2,2872.2,3752,4251,4640.2,4935,4995.8,4515,4515,4374.2,4412.4,4490.6,4599.6,4499.8,4554.4,4316.6,4501.2,4256,4279.6,4282.2,4389.8,4108.2,4264.2,4273.4,4205.8,4258,4393.8,4531.4,4518,4773.6,4854.5
"Puerto Rico",177,"Coconuts",249,"ag_Prod_t",51,"pri",9139.2,9003.2,9003.2,8990.6,8978,8979,9252.2,9280.4,9307.6,9103.6,8899.6,8586.6,8192,7743,7443.6,7076.2,6817.6,6518.2,6127,5759,5377.4,4982.8,4791.8,4842.2,5006,4589.2,4479,4533.4,4494.6,4408,5098.6,5718.8,5466.8,5231.2,5008.4,4603.6,3810.8,3786.6,3797.6,3722
"Puerto Rico",177,"Coffee, green",656,"ag_Prod_t",51,"pri",12266.2,12546.2,11747.8,11856.2,11148.2,10794,10603.6,10694.4,11130.4,11983.6,12728,13272.2,13707.6,13254,13852.8,13353.8,13807.4,13580.6,13852.8,13199.6,13664.4,13301.4,13256.2,13151,12924.2,12507.2,11367.2,10477,9772,8978.6,8161.6,8802.8,8740.4,8610.4,8710.4,7953.6,7081.6,6213,5510.2,4862.75
"Puerto Rico",177,"Cucumbers and gherkins",397,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8,250.8,351.4,426.4,536.4,531.2,469.8,441.4,442.8,416
"Puerto Rico",177,"Eggplants (aubergines)",399,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.8,349.8,500.2,682.6,838.6,869.2,893.6,939,956,1000
"Puerto Rico",177,"Fruit Fresh Nes",619,"ag_Prod_t",51,"pri",12307,12508.8,12620,12760,12860,12920,12960,13000,13000,13000,12600,12200,11200,10360,9440,8876.4,8654,8632.8,8256.8,8567.4,8486,7160.4,6269.8,5790.8,4700.2,4075.2,3999.6,3968.2,3750.2,3454.2,3290.6,3475.2,3464,3427.6,3823.6,3936,3906.4,4154.4,4612.4,4515.5
"Puerto Rico",177,"Ginger",720,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,48,66,85.6,104.6,96.8,96.4,99,102.8,104.75
"Puerto Rico",177,"Grapefruit (inc. pomelos)",507,"ag_Prod_t",51,"pri",914,911,858.6,772.2,707,651.6,578,565.2,564.4,556.2,530,484.2,436.8,377.4,322.4,294.6,276.8,262,268.4,271,264.6,253,248.2,241.6,236.8,248.2,254.6,308.8,401.8,586.6,757.6,1744.2,2556.8,3334.8,4061,4938.2,4734,4797.8,4665.2,4631.5
"Puerto Rico",177,"Lemons and limes",497,"ag_Prod_t",51,"pri",3828.2,3723.8,3801.4,3445,3209.2,3300,3289.2,3243.8,3342.8,3440.6,3556.4,3603.4,3826,3677,3667.2,3693.4,3770.2,3609.2,3637.8,3601.8,3602.8,3467.4,3319.2,3226.6,3090.6,2711,2412.6,2068.2,1686.8,1363.6,1009,716.4,506.4,329.6,151.8,189.4,237.8,256.2,280.6,288.25
"Puerto Rico",177,"Lettuce and chicory",372,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,21.2,37.4,56.6,73.4,81.6,90.4,91.2,90.2,91.75
"Puerto Rico",177,"Maize",56,"ag_Prod_t",51,"pri",1543.2,908.2,726.8,545.4,373,315.4,265.6,204.8,184.4,155,132,111,111,122,246,288,392,470,534,486,509.6,495.6,519.6,569.6,641.6,758.4,788.4,746.4,689.4,619.2,522.6,497,515.6,522.6,538.8,525.8,517.4,521.4,542.8,541
"Puerto Rico",177,"Maize, green",446,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,137.8,247.6,357.6,471.6,570.4,558.2,548.8,546.8,541
"Puerto Rico",177,"Mangoes, mangosteens, guavas",571,"ag_Prod_t",51,"pri",11350,10896,10124.2,9305.8,8324,7419.4,6964.2,6849.4,6781.2,6627,6168.8,5443,4809.2,4050.6,3506.2,3399.8,3793,4310.6,4972,5566.2,6988,8282.4,8829.6,10607.8,12899,14485,14210,15098.2,15032,13668.8,12287.2,13036.2,12921.2,12543,13131.2,13782,14649.6,14820,14730.4,15038
"Puerto Rico",177,"Okra",430,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,55.2,74.2,96.8,118.8,113.6,111.2,116.8,126,130
"Puerto Rico",177,"Onions (inc. shallots), green",402,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1820,2780,3780,4800.4,4888.2,4722.2,4527.6,4297.6,4001,3736.4,3777.6,4000.2,4037.75
"Puerto Rico",177,"Oranges",490,"ag_Prod_t",51,"pri",31482.6,31170.6,32005.2,31823.8,32114.2,32477.2,32586.2,32114.4,31570.2,31134.8,30300.2,30017.2,29690.6,29414.8,28914,28631,28130.2,28057.8,28152.2,27829.2,27132.6,25194,22834.4,20547.6,18559,16636.6,14675.8,16473.6,16520.8,16659.4,17187.4,19056.2,17528.6,17923.6,18473.6,17674.8,17834.6,17169.8,15950.4,15063
"Puerto Rico",177,"Other melons (inc.cantaloupes)",568,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,1446,3686,6426,9926,11596,12176,11322,8800,6212,5210,3789,3524.2,3960.2,3436.2,3137.2,3094.2,2453,2239,2291,2362,2200,2120,2080,2040,2000,2000,2000,2000,2000,1879.8,1755.8,1726,1657.5
"Puerto Rico",177,"Papayas",600,"ag_Prod_t",51,"pri",520,548,568,576,576,563.2,633.2,837.2,1187.2,1577.2,2104,2367.6,2546.6,2726.2,3042.6,3088.8,3315.6,3134,2830,2195,1745,1427.4,1518.2,1590.8,1790.4,2409.6,2686.8,3008,3362.6,3652.2,3122.8,4005.8,4571.8,5116.8,5766.2,6746.2,6543.2,7006.4,7428.8,7636
"Puerto Rico",177,"Pigeon peas",197,"ag_Prod_t",51,"pri",3383.8,3220.4,3447.2,3538,3730,4074.8,4483.2,4664.6,4864,4910.6,4883.4,4511.4,4130.4,3642.4,3276.8,2823.2,2505.6,2206.2,2159,1959.4,1929.6,1702.8,1458,1113.4,964,752.6,611.2,513.2,452.4,372.4,231.4,229.8,253.4,268.4,244.4,215.2,228.6,227.8,242.2,245.25
"Puerto Rico",177,"Pineapples",574,"ag_Prod_t",51,"pri",46280.8,44563.4,43277.6,40460.4,39443.2,38541.8,38520.2,36927.2,36840.4,36154.2,37110.4,37108.2,38920.6,40396.2,44394.2,50667,52564.4,53189,56669,57781,54533,51463.2,46913.4,38201.8,29872.6,22010.6,19142.2,17899.6,17850.8,18238.8,18865.8,18058.8,17555.2,16937.4,16108.6,16345.6,17803.2,19715.4,23101.6,24627
"Puerto Rico",177,"Plantains",489,"ag_Prod_t",51,"pri",64044,62532,61938,61938,63121.6,64309.6,68865.8,73052.6,78000.6,83139,87602.4,89616.4,89017.6,89072,89322.4,89975.4,89137.2,83911.8,83095.4,82061,80336.6,81564.6,83202,81284,79066,80566,71082.6,77324.6,81458.8,86449,92593.8,108228,104188.4,100226.2,96036,83607.6,74458,75406.8,78105.2,77631.5
"Puerto Rico",177,"Pumpkins, squash and gourds",394,"ag_Prod_t",51,"pri",13453.4,13925,14197.2,14786.8,15149.8,16102.4,16438.2,17118.6,18053.2,18769.8,19268.4,19631.2,19894.2,19549.4,19617.4,19608.8,20089.8,20325.8,20916.4,21292.8,21528.6,21129.4,20539.6,19404.6,18693,18209.2,17304.2,17217,17092.2,16187,15000.6,14507.6,13953,13191.8,13287,13395.6,13486.8,12963.4,12908.4,12560.5
"Puerto Rico",177,"Rice, paddy",27,"ag_Prod_t",51,"pri",4580,4600,4640,4680,4840,5000,5240,5440,5760,5960,6132.6,5939.2,5806.4,5634.2,4747.6,3815,2880.4,1853.2,745.4,352,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puerto Rico",177,"Roots and Tubers, nes",149,"ag_Prod_t",51,"pri",12845.8,13109,12945.8,13127.2,13444.8,13399.4,13036.6,12773.6,12138.6,11576,11666.8,11358.2,11104.2,11104,10704.8,9999.8,9464.6,8463,7413.6,6778.6,5866,4795.4,3955.2,3382.6,3093.8,3445.8,2925,2705,2485.8,2003.2,1457.2,1856.8,2006.6,2211.4,2464,2377.6,2399.2,2599,2911.2,3051.5
"Puerto Rico",177,"Sugar cane",156,"ag_Prod_t",51,"pri",4422106,4002670,3574854,3402134,3183440,3040926,2805622,2570286,2281428,1991604,1734526,1538794,1363708,1203170,1136014,1130868,1132116,1058126,1017510.2,944480.8,860262.8,753564,697845.6,610144,525263,406117,306111.8,218062.2,140551.6,87080,38200,24200,11400,8000,0,0,0,0,0,0
"Puerto Rico",177,"Sweet potatoes",122,"ag_Prod_t",51,"pri",8736.2,8200.8,7910.4,7774.4,7801.4,7982.8,8006.4,8068.2,8521.8,9090.4,9562.2,9801.8,9740,9340.8,8908.6,8491.2,8364.2,8322.6,8522,8358.6,7466.8,6441.6,5313,3870.8,2827.6,2457.8,2173.8,2295.6,2351.6,2589.6,2814.8,2957.2,3009.8,3214.6,3248.4,3296.2,3419,3467,3401.8,3402.25
"Puerto Rico",177,"Tobacco, unmanufactured",826,"ag_Prod_t",51,"pri",2837.2,2719.2,2490.8,2465.2,2212.6,2074.6,1764.4,1590,1331.6,994.6,709.4,499,371,264,237.6,220.8,145.4,85.6,48,30,17.4,6.2,4.6,3.4,2.8,2.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Puerto Rico",177,"Tomatoes",388,"ag_Prod_t",51,"pri",10122.2,9175.8,6812.8,4962.2,3138.8,2776,2640,2658.2,2534.8,2934,3496.4,4267.4,4845.2,5676.2,7018.8,8815.2,10929,12827.8,14377.4,15992.2,15502.2,14250.2,13188.8,12074.6,10289.6,9268.2,9799,10289,11113.2,11454.4,13729.4,14597.6,15786.6,16289.2,17728.2,17834.8,18672.8,18333.8,19296.4,19420.5
"Puerto Rico",177,"Watermelons",567,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,80,103.2,125.2,144.2,124.8,101.8,94.6,89.4,88
"Puerto Rico",177,"Yams",137,"ag_Prod_t",51,"pri",12872.8,12827.4,12854.6,13235.6,13281,13353.6,13544.2,13997.8,14088.6,14315.4,14224.8,13970.8,13372.2,12855,12573.8,12419.6,11984.2,11312.8,11013.4,10372,9619,8820.6,7913.4,6697.8,5615.6,4967.6,4347.8,4248.2,4063.8,3923.6,3592.4,3533.4,3226.6,3032,2839.4,2709.2,2737.6,3022.6,3231.2,3389
"Puerto Rico",177,"Yautia (cocoyam)",135,"ag_Prod_t",51,"pri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,366,556,769.2,967,1236.6,1511.4,1791.4,2058.2,2394.4,2406.2,2284,2147.2,2084
"Qatar",179,"Barley",44,"ag_Prod_t",51,"qat",108,151.2,200.2,254.4,277,311,349.8,403.4,440.8,600.2,670.8,779.6,956.8,1205.2,1545.4,2015,2441.6,2639.8,2945,3065.4,3448.6,3523.6,3789.4,3963.4,4222.8,4177.8,4407.4,4492,4421.4,4255.8,4326.8,4021.2,4170.8,4370.8,4193.8,3472.4,3002.6,2166.4,1295.4,869.25
"Qatar",179,"Beans, green",414,"ag_Prod_t",51,"qat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28.8,44.8,62.6,76.8,77.6,94.6,151.6,245.2,336,439.6,517,578.2,583.5
"Qatar",179,"Cabbages and other brassicas",358,"ag_Prod_t",51,"qat",0,0,0,0,60,140,218.4,345.2,456.8,508,484.8,464,468,559.2,645.2,794.6,985,1105.6,1151.8,1217.4,1239.2,1284.4,1385,1509.2,1741.4,1947,2103.2,2235.4,2051.6,1756.8,1469.6,1216.4,912.2,1091.6,1412.2,1551.8,1880,2219.4,2200.4,2099.5
"Qatar",179,"Carrots and turnips",426,"ag_Prod_t",51,"qat",0,0,0,0,80,180,285.8,420,504.8,489.4,444.4,405.4,385.2,428.2,465.2,537.2,630.4,665,724.6,842.8,869.6,863.8,881.4,840.8,804.8,775.4,726.8,672,571.4,432.2,333.8,276,276.6,344.2,467.8,531.8,506.4,417,347.8,224.5
"Qatar",179,"Cauliflowers and broccoli",393,"ag_Prod_t",51,"qat",0,0,0,0,60,120,181.2,252.2,299.4,332.8,319.2,303.2,319.6,408,440,546.4,704,798,842.2,907.2,945.2,972.4,1049.8,1144.6,1304.6,1415,1509.2,1600.4,1479.2,1290.8,1218.2,1052.8,929.4,1006,1064,1055.4,1224.2,1410.8,1456,1545
"Qatar",179,"Cereals, nes",108,"ag_Prod_t",51,"qat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,480,720,947,1043.4,1048.2,1077.6,1037.6,950.6,924.2,697,438,239.8,124.75
"Qatar",179,"Chicory roots",459,"ag_Prod_t",51,"qat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24.4,36,45.4,87.6,87.6,87.2,95.6,107.2,81.4,84.6,91.8,89,85
"Qatar",179,"Chillies and peppers, green",401,"ag_Prod_t",51,"qat",0,0,0,0,20,40,65,90.4,109,104.8,93,89,84.2,89.2,101.4,118.6,129.2,138.4,166,226.6,268,308.2,384.4,482,584.4,660.8,823.8,957.8,938.2,817.6,725.6,549.8,370.8,377.8,484.2,599.6,709.6,851.8,899.6,903.5
"Qatar",179,"Citrus fruit, nes",512,"ag_Prod_t",51,"qat",0,0,0,0,32,68,144,234,334,442,556,645.2,700.8,746.4,766.4,775.6,829.8,860.6,805.8,740,684.8,568.6,503.2,548.6,600.8,646.8,699.6,748.6,741,741.8,756.2,780.8,817.4,902.4,976,1045,1002.4,955.8,902.2,851.75
"Qatar",179,"Clover for forage and silage",640,"ag_Prod_t",51,"qat",4960,10060,15200,20360,25715.2,26195.2,26485.2,28625.2,31201.2,34246.6,37375.4,41503.2,44283.8,47673.4,53271,59224.6,67227.2,73360.4,87784.2,102997,119455.6,136488.2,154272.8,168126.8,185876.2,202495.2,216942.2,232963.8,243560.4,246600,249000,250000,250000,250000,250000,250000,250000,250000,250000,250000
"Qatar",179,"Cucumbers and gherkins",397,"ag_Prod_t",51,"qat",0,0,0,0,168,340,505.2,663.2,784.4,640,526.8,423.6,370,380.8,460.6,517.2,651.4,756.6,856.2,1022,1084.6,1280.6,1843.2,2528.2,3224.4,3511.2,4384,5189.8,5144.4,4359.6,3913.6,2667,1234.6,505.4,466.8,590,738.8,753.8,792,812.5
"Qatar",179,"Dates",577,"ag_Prod_t",51,"qat",0,0,0,0,0,540,1121.4,1733.4,2909.4,4232.2,4933,5414,5786.2,5605.4,5322,5135.2,5128.6,5286.8,6094.2,6959,8049.6,9280,10644.2,11758,14436.8,15574,16565.6,17282.2,16987.6,15373.6,15407.6,15774.2,16519.8,18210.8,19554.6,20550.8,21069.4,21398.8,21225.2,21140.5
"Qatar",179,"Eggplants (aubergines)",399,"ag_Prod_t",51,"qat",0,0,0,0,60,130,202,392.2,630.4,750.2,762.4,805.6,777,762.6,824.8,978,1103.8,1208.4,1636.2,2049.2,2465.8,2870.8,3330.2,3598.6,4089.6,4330.6,4681.4,5013.8,4739.8,4293.8,3456.6,3064.6,2626.6,2473.2,2354.2,2904.4,3199.2,3514.4,3743.4,3953
"Qatar",179,"Figs",569,"ag_Prod_t",51,"qat",0,0,0,0,56,112,168,224,280,284,284,257,230.2,203.4,176.4,157.4,171.6,185.6,188.4,189.6,187.4,179.2,172.4,179.8,183.2,184.8,187.6,183.8,150,152.4,160.6,162.8,183.6,216,211.6,199.4,181.4,145,133,121.75
"Qatar",179,"Fruit Fresh Nes",619,"ag_Prod_t",51,"qat",1600,1200,800,400,160,320,486,746,1046,1226,1446,1723.8,1815.4,1861.6,1879.6,1905.6,1542.8,1287.6,988,686.2,337,313,276.6,294,303.8,315,327,337,273,207,139,70,0,0,0,0,0,0,0,0
"Qatar",179,"Grapes",560,"ag_Prod_t",51,"qat",0,0,0,0,52,104,156.4,208.4,262.4,260.4,260.4,237.2,210.8,179,153,126.6,119.2,115.6,104,91,77.4,68.8,61.2,97.2,112.2,126.6,140,148.2,107.2,85.2,62.8,40.2,23.6,24.6,26.8,29.4,27.4,23.2,19,16
"Qatar",179,"Lettuce and chicory",372,"ag_Prod_t",51,"qat",0,0,0,0,70,150,226.2,399.2,618.4,624.2,682,711.4,677.6,585.8,655.8,666,754.2,821.4,864.6,1029.8,1191.2,1150.2,1131.2,1109.4,994.4,827,783.2,699,621,492,393.8,330.8,283.6,420.6,651.6,907.8,932,980.6,852.6,693.25
"Qatar",179,"Maize",56,"ag_Prod_t",51,"qat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42.6,69.4,129.2,167.2,213.2,269.6,406.2,527.4,661,835.8,1115.8,1245.6,1398.6,1520.2,1510.8,1320,1192.8,1112.8,1073.6,1111.2,1317.6,1377.6,1404.5
"Qatar",179,"Maize, green",446,"ag_Prod_t",51,"qat",0,0,0,0,70,150,230,330,430,460,480,480,440,377.4,303.4,233.4,180,141.6,131,164.8,172.8,213.2,269.6,406.2,527.4,673.4,796.4,914.4,910,884.8,994,1036.4,1007.6,1018.6,1034.8,903.8,843.4,843,840.2,835.25
"Qatar",179,"Okra",430,"ag_Prod_t",51,"qat",0,0,0,0,0,0,0,0,0,0,0,33.6,72.8,97.6,123.4,159.6,171,169.8,195,251.8,290.2,317.2,366.6,454.2,534,579.6,643,721.8,633.2,519.8,455.6,370.8,261,293.6,354.6,408.6,418.8,460.4,438.8,411
"Qatar",179,"Onions, dry",403,"ag_Prod_t",51,"qat",0,0,0,0,160,320,496,537.4,732.2,689,602.4,516.2,594.6,498.6,588.8,750.2,1124,1532.2,1990.4,2560.2,3014.6,3147.6,3361.2,3587.8,3800,3930.8,4071.6,4070,3470.4,3281.4,2744.8,2318.6,2176.4,2518.2,2461.2,2921.8,3081.2,3038.8,3026,2853.75
"Qatar",179,"Other melons (inc.cantaloupes)",568,"ag_Prod_t",51,"qat",0,0,0,0,760,1520,2274.8,2613.2,2948.8,2608.6,2053.2,1618.4,1597.2,1664.8,1610.4,1857.8,2071.6,2414.2,2690.2,2969.6,3186.6,3132.8,3127,3103.8,3250.4,3381.4,3721.4,3927.4,4164.2,4158.2,4119.4,4172.2,4169.8,3423,2783.6,2202.4,1905.2,1461.4,1678.8,1916
"Qatar",179,"Potatoes",116,"ag_Prod_t",51,"qat",18.8,26.4,34.4,45.2,53.6,70.4,82.8,96.8,118.8,109.2,119.8,122.2,119.4,100.8,103.6,91.4,92.6,96.6,99.2,134.2,132,130,117.8,106,77.2,69.6,59.2,53.4,46.2,35,25.8,17.8,16.2,19.2,25,29.8,33.2,38.8,36.2,34.25
